Title|User Score|Director|Screenplay|Top Billed Cast|Release Date|Content Rating|Genres|Keywords|Revenue|Original Language|Runtime|Budget|Homepage
Exodus: Gods and Kings|56.0|Ridley Scott|Bill Collage,Adam Cooper,Jeffrey Caine,Steven Zaillian|Christian Bale,Joel Edgerton,John Turturro,Aaron Paul,Ben Mendelsohn|2014|100|Adventure,Drama,Action|moses,bible,racism,slave,ancient egypt,3d,ramses|$268,031,828.00|English|2h 30m|$140,000,000.00|http://www.exodusgodsandkings.com/
West Side Story|72.0|Jerome Robbins,Robert Wise|Jerome Robbins,Arthur Laurents,Ernest Lehman|Natalie Wood,Richard Beymer,Russ Tamblyn,Rita Moreno,George Chakiris|1961|100|Crime,Drama,Music|slum,street gang,love at first sight,showdown,puerto rican,immigrant,highway,forbidden love,musical,rivalry,feud,interracial relationship,based on play or musical,sondheim,attempted rape,policeman,obsessive love,lifting female in air,young love,modern day adaptation,shakespeare in modern dress|$43,656,822.00|English|2h 32m|$6,000,000.00|-
Titan A.E.|63.0|Don Bluth,Gary Goldman|Ben Edlund,Joss Whedon,John August|Matt Damon,Bill Pullman,Drew Barrymore,John Leguizamo,Nathan Lane|2000|93|Animation,Action,Science Fiction,Family,Adventure|monster,galaxy,dystopia,space,alien,animation,mission|$36,754,634.00|English|1h 34m|$75,000,000.00|-
Conquest of the Planet of the Apes|61.0|J. Lee Thompson|Paul Dehn|Roddy McDowall,Don Murray,Ricardo Montalban,Hari Rhodes,Severn Darden|1972|100|Action,Science Fiction|circus,pet,human being,dystopia,insurrection,army,ape|$9,700,000.00|English|1h 28m|$1,700,000.00|-
Superman/Batman: Public Enemies|68.0|Sam Liu|Stan Berkowitz,Jeph Loeb|Kevin Conroy,Tim Daly,Clancy Brown,LeVar Burton,Xander Berkeley|2009|100|Animation,Action,Adventure|superhero,super power,superhuman strength,lex luthor,power girl,captain atom|-|English|1h 7m|-|https://www.warnerbros.com/supermanbatman-public-enemies
Camp Rock|60.0|Matthew Diamond||Demi Lovato,Joe Jonas,Maria Canals-Barrera,Meaghan Jette Martin,Alyson Stoner|2008|100|Comedy,Drama,Music,TV Movie,Family|rock star,summer camp,aspiring singer,camp,singing,summer,teenager,lying,teenage romance|-|English|1h 34m|-|http://disneychannel.com/camprock/
Black Snake Moan|67.0|Craig Brewer|Craig Brewer|Samuel L. Jackson,Christina Ricci,Justin Timberlake,S. Epatha Merkerson,John Cothran, Jr.|2006|100|Drama|southern usa,blues,military service,independent film|$10,903,846.00|English|1h 56m|$15,000,000.00|http://www.moanmovie.com/
Diary of a Wimpy Kid: Rodrick Rules|64.0|David Bowers|Jeff Judah,Gabe Sachs|Zachary Gordon,Devon Bostick,Rachael Harris,Robert Capron,Steve Zahn|2011|100|Family,Comedy|based on novel,middle school|-|English|1h 39m|$10,000,000.00|http://www.diaryofawimpykidmovie.com/
Going the Distance|60.0|Nanette Burstein||Drew Barrymore,Justin Long,Charlie Day,Jason Sudeikis,Christina Applegate|2010|100|Comedy,Drama,Romance|sex,san francisco,waitress,newspaper,bar,airplane,writer,new york city,masturbation,phone sex,text messaging,intern,long distance relationship,woman director,record company,skype|$42,045,846.00|English|1h 42m|$32,000,000.00|http://going-the-distance.warnerbros.com/
Collateral|71.0|Michael Mann||Tom Cruise,Jamie Foxx,Jada Pinkett Smith,Mark Ruffalo,Peter Berg|2004|100|Drama,Crime,Thriller|california,taxi,assassin,hostage,taxi driver,fbi,hitman,police,los angeles,murderer,crime,criminal,gun violence|$217,764,291.00|English|2h 0m|$65,000,000.00|-
Top Secret!|70.0|David Zucker,Jim Abrahams,Jerry Zucker|David Zucker,Jim Abrahams,Jerry Zucker,Martyn Burke|Val Kilmer,Lucy Gutteridge,Peter Cushing,Jeremy Kemp,Christopher Villiers|1984|100|Comedy|spy,rock and roll,bookshop,beach,prisoner,liberation of prisoners,airplane,parachute,pub,surfing,cow,elvis,autoradio,ballet,spoof,anarchic comedy|$20,458,340.00|English|1h 30m|$9,000,000.00|-
Babylon A.D.|54.0|Mathieu Kassovitz|Mathieu Kassovitz,Éric Besnard|Vin Diesel,Michelle Yeoh,Mélanie Thierry,Lambert Wilson,Charlotte Rampling|2008|100|Action,Adventure,Science Fiction,Thriller|submarine,baby,secret,future,mercenary,prosecution,protection,dystopia,moral conflict,smuggling,vision,pregnant,cyberpunk,sect|$72,108,608.00|English|1h 41m|$70,000,000.00|http://www.babylonadmovie.com/
Good Night, and Good Luck.|69.0|George Clooney|George Clooney,Grant Heslov|David Strathairn,Jeff Daniels,Alex Borstein,Rose Abdoo,Dianne Reeves|2005|100|Drama,History|telecaster,communist,political activism,tv show,politician,government,anti-communism|$54,600,000.00|English|1h 33m|$7,000,000.00|http://wip.warnerbros.com/goodnightgoodluck/
Experimenter|67.0|Michael Almereyda||Peter Sarsgaard,Winona Ryder,Edoardo Ballerini,Jim Gaffigan,Anthony Edwards|2015|100|Drama,History|experiment,psychology,biography,controversy,breaking the fourth wall|-|English|1h 37m|-|http://experimentermovie.com/
The Passion of the Christ|69.0|Mel Gibson|Mel Gibson,Benedict Fitzgerald|Jim Caviezel,Maia Morgenstern,Monica Bellucci,Rosalinda Celentano,Sergio Rubini|2004|100|Drama|christianity,jewry,roman empire,jesus christ,suffering,apostle,last supper,roman,bible,mission,torture|$611,899,420.00|English|2h 7m|$30,000,000.00|http://www.thepassionofthechrist.com/
Romeo Must Die|59.0|Andrzej Bartkowiak|John Jarrell,Eric Bernt|Jet Li,Aaliyah,Isaiah Washington,Russell Wong,DMX|2000|100|Action,Crime,Thriller|martial arts,hip-hop,oakland,east asian lead,asian man|$91,036,760.00|English|1h 55m|$25,000,000.00|-
Bad Education|71.0|Pedro Almodóvar|Pedro Almodóvar|Gael García Bernal,Fele Martínez,Daniel Giménez Cacho,Lluís Homar,Francisco Maestre|2004|100|Crime,Drama,Romance,Thriller|individual,transvestism,gay,spain,sexual identity,transsexuality,drug abuse,sexual abuse,madrid,screenplay,movie business,friendship,boarding school,priest,teacher,catholicism|$40,266,982.00|Spanish|1h 46m|$5,000,000.00|http://www.lamalaeducacion.com
The Fog|64.0|John Carpenter|John Carpenter,Debra Hill|Adrienne Barbeau,Jamie Lee Curtis,Janet Leigh,John Houseman,Tom Atkins|1980|100|Horror|prophecy,sea,beach,gold,small town,beheading,sword,narration,fog,leprosy,ship,lighthouse,church|$21,378,361.00|English|1h 29m|$1,000,000.00|http://www.theofficialjohncarpenter.com/the-fog/
Raging Bull|78.0|Martin Scorsese|Mardik Martin,Paul Schrader|Robert De Niro,Joe Pesci,Cathy Moriarty,Frank Vincent,Nicholas Colasanto|1980|100|Drama|transporter,jealousy,violent husband,paranoia,boxer,brother,biography,fistfight,broken nose,sport,domestic violence,extreme violence,over-the-hill fighter|$23,000,000.00|English|2h 9m|$18,000,000.00|-
Phone Booth|67.0|Joel Schumacher|Larry Cohen|Colin Farrell,Kiefer Sutherland,Forest Whitaker,Radha Mitchell,Katie Holmes|2002|100|Thriller,Drama|terrorist,phone booth,psychopath|$97,837,138.00|English|1h 21m|$13,000,000.00|-
Clouds of Sils Maria|67.0|Olivier Assayas|Olivier Assayas|Juliette Binoche,Kristen Stewart,Chloë Grace Moretz,Lars Eidinger,Brady Corbet|2014|100|Drama|suicide,mountain,aging,divorce,gender ideals,actress|$1,851,517.00|English|2h 4m|$6,600,000.00|-
Arbitrage|62.0|Nicholas Jarecki||Richard Gere,Susan Sarandon,Tim Roth,Brit Marling,Monica Raymund|2012|100|Drama,Thriller|manager,mental breakdown,cover-up,hedge fund|$35,485,056.00|English|1h 40m|$12,000,000.00|-
Lucky and Zorba|75.0|Enzo D'Alò||Carlo Verdone,Luis Sepúlveda,Antonio Albanese,Melba Ruffo,Sofia Baratta|1998|100|Animation||-|Italian|1h 15m|-|-
The Collection|60.0|Marcus Dunstan|Marcus Dunstan,Patrick Melton|Josh Stewart,Christopher McDonald,Emma Fitzpatrick,Lee Tergesen,Erin Way|2012|100|Horror,Thriller|mercenary,party,sequel,gore,escape,serial killer,masked killer,trap|$6,842,058.00|English|1h 34m|-|-
The Rewrite|59.0|Marc Lawrence||Hugh Grant,Marisa Tomei,Bella Heathcote,J.K. Simmons,Chris Elliott|2014|100|Romance,Comedy|professor,teaching,pommy|$4,453,524.00|English|1h 47m|-|-
Indecent Proposal|58.0|Adrian Lyne|Amy Holden Jones|Robert Redford,Demi Moore,Woody Harrelson,Seymour Cassel,Oliver Platt|1993|100|Romance,Drama|gambling,adultery,love of one's life,shortage of money,millionaire|$266,614,059.00|English|1h 57m|$38,000,000.00|-
I Don't Know How She Does It|50.0|Douglas McGrath|Aline Brosh McKenna|Sarah Jessica Parker,Pierce Brosnan,Sarah Shahi,Busy Philipps,Olivia Munn|2011|100|Romance,Comedy|pregnancy,family vacation,widower,working mum,in-laws|$30,551,495.00|English|1h 29m|$24,000,000.00|http://www.weinsteinco.com/#/film/idontknowhow
The Perfect Guy|56.0|David M. Rosenthal|Tyger Williams|Michael Ealy,Sanaa Lathan,Morris Chestnut,Kathryn Morris,Rutina Wesley|2015|100|Drama,Thriller||$60,273,173.00|English|1h 40m|$12,000,000.00|http://www.sonypictures.com/movies/theperfectguy/
G.I. Jane|60.0|Ridley Scott|Danielle Alexandra,David Twohy|Demi Moore,Viggo Mortensen,Anne Bancroft,Jason Beghe,Daniel von Bargen|1997|100|Action,Drama|poem,middle east,helicopter,satellite,navy,sexism,war,army,sexual harassment,navy seal,feminist,soldier,commando,mental health,drill instructor,military,u.s. military,army base,reconnaissance,sexual discrimination|$48,169,156.00|English|2h 5m|$50,000,000.00|-
He Never Died|63.0|Jason Krawczyk||Henry Rollins,Booboo Stewart,Jordan Todosey,Steven Ogg,James Cade|2015|100|Thriller,Horror,Comedy,Drama||-|English|1h 39m|-|-
Miracle on 34th Street|65.0|Les Mayfield|George Seaton,John Hughes|Mara Wilson,Richard Attenborough,Elizabeth Perkins,Dylan McDermott,J.T. Walsh|1994|100|Fantasy,Drama,Family|holiday,competition,new love,santa claus,department store,miracle,wish,christmas|$46,264,384.00|English|1h 54m|-|-
Robots|60.0|Carlos Saldanha,Chris Wedge|David Lindsay-Abaire,Babaloo Mandel,Lowell Ganz|Robin Williams,Ewan McGregor,Halle Berry,Mel Brooks,Paula Abdul|2005|100|Animation,Comedy,Family,Science Fiction|inventor,business man,robot,dishonesty|$260,696,994.00|English|1h 31m|$75,000,000.00|-
A Good Day to Die Hard|52.0|John Moore|Skip Woods|Bruce Willis,Jai Courtney,Sebastian Koch,Mary Elizabeth Winstead,Yuliya Snigir|2013|100|Action,Thriller|bomb,cia,russia,escape,courthouse,agent,rogue,moscow|$304,654,182.00|English|1h 38m|$92,000,000.00|http://www.diehardmovie.com/
Dheepan|68.0|Jacques Audiard|Jacques Audiard,Noé Debré,Thomas Bidegain|Jesuthasan Antonythasan,Kalieaswari Srinivasan,Claudine Vinasithamby,Vincent Rottiers,Faouzi Bensaïdi|2015|100|Crime,Drama|paris,france,refugee,freedom fighter,sri lanka,tamil|$248,392.00|French|1h 55m|-|-
Friday the 13th|56.0|Marcus Nispel|Mark Swift,Damian Shannon|Derek Mears,Jared Padalecki,Danielle Panabaker,Amanda Righetti,Travis Van Winkle|2009|100|Horror|teenager,cabin in the woods,axe murder,camp counselor,jason vorhees|$91,379,051.00|English|1h 37m|$19,000,000.00|http://www.fridaythe13thmovie.com
Camp Rock 2: The Final Jam|58.0|Paul Hoen||Demi Lovato,Alyson Stoner,Joe Jonas,Nick Jonas,Kevin Jonas|2010|100|Comedy,Music,TV Movie|summer camp,camp,singing,singing competition|-|English|1h 37m|-|http://tv.disney.go.com/disneychannel/originalmovies/camprock2/
The Jungle Book 2|57.0|Steve Trenbirth|Karl Geurs|John Goodman,Haley Joel Osment,Mae Whitman,Connor Funk,Bob Joles|2003|100|Family,Animation,Adventure|river,musical,tiger,village,feral child,sequel,bear,jungle,orphan,vulture,gong,lost,shake,mango|$135,680,000.00|English|1h 12m|$20,000,000.00|-
Taxi 3|54.0|Gérard Krawczyk|Luc Besson|Samy Naceri,Frédéric Diefenthal,Marion Cotillard,Emma Wiklund,Bernard Farcy|2003|100|Action,Comedy|robbery,santa claus,armor,disguise|$65,497,208.00|French|1h 22m|$14,500,000.00|-
Tomorrow Never Dies|61.0|Roger Spottiswoode|Bruce Feirstein|Pierce Brosnan,Jonathan Pryce,Michelle Yeoh,Teri Hatcher,Ricky Jay|1997|100|Adventure,Action,Thriller|london england,england,spy,china,news broadcast,intelligence,television,missile,manipulation of the media,secret intelligence service,special car,tv station,media tycoon,navy,motorcycle,secret service,hamburg germany|$333,011,068.00|English|1h 59m|$110,000,000.00|http://www.mgm.com/view/movie/2029/Tomorrow-Never-Dies/
After Hours|74.0|Martin Scorsese||Griffin Dunne,Rosanna Arquette,Verna Bloom,Tommy Chong,Linda Fiorentino|1985|100|Comedy,Thriller,Drama|suicide,new york,date,subway,nightclub,overdose,artist,surreal,night,punk,murder,coincidence,mobster,vortex,one night,soho,district,circumstance|$10,609,321.00|English|1h 37m|$4,500,000.00|-
Date Movie|37.0|Aaron Seltzer,Jason Friedberg||Alyson Hannigan,Adam Campbell,Sophie Monk,Jennifer Coolidge,Fred Willard|2006|100|Comedy|date,diary,parents-in-law,bridegroom,wedding|$48,548,426.00|English|1h 23m|$20,000,000.00|-
When the Game Stands Tall|64.0|Thomas Carter||Jim Caviezel,Michael Chiklis,Laura Dern,Clancy Brown,Ser'Darius Blain|2014|100|Drama|american football,sport,high school sports|$30,127,963.00|English|1h 55m|$15,000,000.00|-
Dark Skies|61.0|Scott Stewart||Keri Russell,Josh Hamilton,Dakota Goyo,J.K. Simmons,Trevor St. John|2013|100|Science Fiction,Thriller,Horror|supernatural,horror,alien,fear|$25,174,316.00|English|1h 37m|$3,500,000.00|-
Where the Heart Is|69.0|Matt Williams|Lowell Ganz|Natalie Portman,Ashley Judd,Stockard Channing,Joan Cusack,Sally Field|2000|100|Comedy,Drama,Romance|california,baby,supermarket,oklahoma,pregnancy and birth,pregnant minor,change,tennessee,unwillingly pregnant,teenage pregnancy,starting over|$33,771,174.00|English|2h 0m|$15,000,000.00|-
Syriana|63.0|Stephen Gaghan|Stephen Gaghan|George Clooney,Matt Damon,Jeffrey Wright,Chris Cooper,Amanda Peet|2005|100|Drama,Thriller|anti terror,bomb,assassination,middle east,lebanon,cia,capitalism,globalization,loss of loved one,persia,war on terror,energy policy,petrol|$93,974,620.00|English|2h 8m|$50,000,000.00|http://syrianamovie.warnerbros.com/
The Quick and the Dead|63.0|Sam Raimi|Simon Moore|Sharon Stone,Gene Hackman,Russell Crowe,Leonardo DiCaprio,Tobin Bell|1995|100|Action,Western|gunslinger,revenge,prairie,shootout,pistol|$18,552,460.00|English|1h 47m|$32,000,000.00|-
The Blob|64.0|Chuck Russell|Chuck Russell,Frank Darabont|Kevin Dillon,Shawnee Smith,Donovan Leitch,Jeffrey DeMunn,Candy Clark|1988|100|Horror,Science Fiction|killing,cinema,slime,disgust,comet,cold,quarantine,playboy,remake,alien,hospital,sewer,freezer,military,liquefaction,bad boy|$8,247,943.00|English|1h 35m|$19,000,000.00|-
Harry Potter and the Deathly Hallows: Part 1|76.0|David Yates|Steve Kloves|Daniel Radcliffe,Emma Watson,Rupert Grint,Ralph Fiennes,Helena Bonham Carter|2010|100|Adventure,Fantasy,Family|corruption,isolation,radio,magic,teleportation,bravery,tension,attack,werewolf|$954,305,868.00|English|2h 26m|$250,000,000.00|http://www.harrypotter.com
A History of Violence|70.0|David Cronenberg|Josh Olson|Viggo Mortensen,Maria Bello,Heidi Hayes,Ashton Holmes,William Hurt|2005|100|Drama,Thriller,Crime|robbery,double life,dual identity,small town,indiana,distrust,fight,self-defense,marriage,family relationships,mistaken identity,diner,lawyer,mobster,violence,attempted robbery|$60,740,827.00|English|1h 36m|$32,000,000.00|-
Only God Forgives|57.0|Nicolas Winding Refn||Ryan Gosling,Kristin Scott Thomas,Gordon Brown,Tom Burke,Vithaya Pansringarm|2013|100|Drama,Thriller,Crime|bangkok,suicidal,arthouse,neo-noir,drug trafficker,very little dialogue,emasculation|$10,337,387.00|English|1h 30m|$4,800,000.00|-
The Keeper of Lost Causes|70.0|Mikkel Nørgaard||Nikolaj Lie Kaas,Fares Fares,Sonja Richter,Mikkel Boe Følsgaard,Søren Pilmark|2013|100|Thriller,Mystery,Crime|denmark,copenhagen,based on novel,danish|-|Danish|1h 40m|-|-
Boomerang|53.0|Reginald Hudlin|Barry W. Blaustein|Eddie Murphy,Robin Givens,Halle Berry,David Alan Grier,Grace Jones|1992|100|Comedy,Romance|role of women,ladykiller,success,ladies' man,chefin,casanova,womanizer|$70,100,000.00|English|1h 57m|$40,000,000.00|-
Balls of Fury|49.0|Ben Garant|Thomas Lennon|Dan Fogler,Christopher Walken,George Lopez,Maggie Q,James Hong|2007|100|Comedy,Crime|german democratic republic,olympic games,talent,career,ping pong,child prodigy,sport,weapon,rivalry,fbi agent,humiliation,hoodlum|$41,098,065.00|English|1h 30m|-|http://www.ballsoffury.com/
Multiplicity|56.0|Harold Ramis|Mary Hale,Babaloo Mandel,Lowell Ganz,Chris Miller|Michael Keaton,Andie MacDowell,Harris Yulin,Eugene Levy,Zack Duhame|1996|100|Comedy,Fantasy,Science Fiction|clone,mistake in person,cloning,experiment gone wrong,construction|-|English|1h 57m|$45,000,000.00|-
Suburra|74.0|Stefano Sollima|Carlo Bonini,Giancarlo De Cataldo	,Stefano Rulli,Sandro Petraglia|Pierfrancesco Favino,Claudio Amendola,Alessandro Borghi,Elio Germano,Greta Scarano|2015|93|Crime,Drama,Thriller|mafia|-|Italian|2h 10m|$7,000,000.00|-
The Lawnmower Man|53.0|Brett Leonard|Brett Leonard,Gimel Everett|Jeff Fahey,Pierce Brosnan,Jenny Wright,Mark Bringelson,Geoffrey Lewis|1992|100|Horror,Thriller,Science Fiction|dream,chimp,manipulation,botanist,virtual reality,lemonade,intelligent|$32,101,000.00|English|1h 48m|$10,000,000.00|-
The Dream Team|49.0|Olivier Dahan|Marc de Chauveron,Philippe de Chauveron|José Garcia,Jean-Pierre Marielle,Franck Dubosc,Gad Elmaleh,JoeyStarr|2012|93|Drama,Comedy,Romance||-|French|1h 37m|-|-
Pathology|56.0|Marc Schölermann|Mark Neveldine,Brian Taylor|Milo Ventimiglia,Alyssa Milano,Michael Weston,Lauren Lee Smith,Johnny Whitworth|2008|100|Crime,Horror,Thriller|pathology,student of medicine,extortion,drug use,game,cadaver,perfect murder|-|English|1h 35m|$8,000,000.00|-
The Cell|60.0|Tarsem Singh|Mark Protosevich|Jennifer Lopez,Vincent D'Onofrio,Vince Vaughn,Marianne Jean-Baptiste,Catherine Sutherland|2000|100|Horror,Science Fiction,Thriller|drowning,therapist,virtual reality,psychopath,serial killer,fbi agent|$104,155,843.00|English|1h 47m|$33,000,000.00|-
The Legend of Tarzan|56.0|David Yates|Adam Cozad,Craig Brewer,Stuart Beattie|Alexander Skarsgård,Margot Robbie,Christoph Waltz,Samuel L. Jackson,Djimon Hounsou|2016|100|Action,Adventure|africa,animal attack,feral child,tarzan,jungle|$356,743,061.00|English|1h 49m|$180,000,000.00|http://legendoftarzan.com
Mindhunters|63.0|Renny Harlin|Wayne Kramer,Kevin Brodbin|LL Cool J,Jonny Lee Miller,Kathryn Morris,Patricia Velásquez,Clifton Collins Jr|2004|100|Mystery,Thriller,Crime|fbi,island,serial killer,series of murders|$21,148,829.00|English|1h 46m|$27,000,000.00|http://www.mindhunters-thefilm.com/
The New Adventures of Aladdin|48.0|Arthur Benzaquen||Kev Adams,Eric Judor,Jean-Paul Rouve,Vanessa Guide,Michel Blanc|2015|86|Comedy||-|French|1h 47m|-|-
Message in a Bottle|59.0|Luis Mandoki|Nicholas Sparks,Gerald Di Pego|Kevin Costner,Robin Wright,Paul Newman,John Savage,Illeana Douglas|1999|100|Romance,Drama|sailboat,anonymous letter,sailing,love letter,bottle|$118,880,016.00|English|2h 11m|$80,000,000.00|-
Dinosaur|63.0|Eric Leighton,Ralph Zondag|John Harrison|D. B. Sweeney,Alfre Woodard,Ossie Davis,Max Casella,Hayden Panettiere|2000|100|Animation,Family|cataclysm,asteroid,leader,comet,animation,prehistoric,prehistoric egg,dinosaur,nesting grounds,prehistoric creature,prehistoric adventure,lemur,prehistoric times|$354,248,063.00|English|1h 22m|$127,500,000.00|-
Sweeney Todd: The Demon Barber of Fleet Street|70.0|Tim Burton|John Logan|Johnny Depp,Helena Bonham Carter,Alan Rickman,Timothy Spall,Sacha Baron Cohen|2007|100|Drama,Horror,Music|confession,corset,asylum,razor,villain,widow,beggar,blood splatter,based on play or musical,sondheim,child in peril,blood on shirt,cane,lust,violence,person on fire,incest,infatuation,shaving,social injustice,oven,beadle,uxoricide,seaman,mother figure,folk tale|$152,000,000.00|English|1h 56m|$50,000,000.00|http://www.sweeneytoddmovie.com/
